order_id,customer_id,status,total_amount,created_at,updated_at
ORD-1037,CUST-182,Processing,793.19,2024-12-25 00:00:00,2024-12-25 00:00:00
ORD-1038,CUST-239,Processing,566.2,2024-12-23 00:00:00,2024-12-23 00:00:00
ORD-1039,CUST-298,Completed,314.15,2024-12-16 00:00:00,2024-12-16 00:00:00
ORD-1040,CUST-114,Completed,349.11,2024-12-02 00:00:00,2024-12-02 00:00:00
ORD-1041,CUST-193,Cancelled,88.56,2024-12-14 00:00:00,2024-12-14 00:00:00
ORD-1042,CUST-170,Completed,683.54,2024-12-16 00:00:00,2024-12-16 00:00:00
ORD-1043,CUST-184,Processing,937.3,2024-12-26 00:00:00,2024-12-26 00:00:00
ORD-1044,CUST-123,Completed,805.09,2024-12-01 00:00:00,2024-12-01 00:00:00
ORD-1045,CUST-177,Completed,400.38,2024-12-25 00:00:00,2024-12-25 00:00:00
ORD-1046,CUST-276,Completed,948.97,2024-12-14 00:00:00,2024-12-14 00:00:00
ORD-1047,CUST-272,Processing,127.64,2024-12-14 00:00:00,2024-12-14 00:00:00
ORD-1048,CUST-292,Completed,696.0,2024-12-24 00:00:00,2024-12-24 00:00:00
ORD-1049,CUST-165,Completed,244.4,2024-12-18 00:00:00,2024-12-18 00:00:00
ORD-1050,CUST-155,Completed,216.9,2024-12-01 00:00:00,2024-12-01 00:00:00
ORD-1051,CUST-189,Processing,339.72,2024-12-15 00:00:00,2024-12-15 00:00:00
ORD-1052,CUST-173,Completed,684.92,2024-12-28 00:00:00,2024-12-28 00:00:00
ORD-1053,CUST-198,Completed,551.94,2024-12-10 00:00:00,2024-12-10 00:00:00
ORD-1054,CUST-136,Processing,1175.42,2024-12-07 00:00:00,2024-12-07 00:00:00
ORD-1055,CUST-101,Cancelled,376.98,2024-12-25 00:00:00,2024-12-25 00:00:00
ORD-1056,CUST-129,Cancelled,167.17,2024-12-22 00:00:00,2024-12-22 00:00:00
ORD-1057,CUST-294,Completed,139.23,2024-12-18 00:00:00,2024-12-18 00:00:00
ORD-1058,CUST-284,Cancelled,59.04,2024-12-26 00:00:00,2024-12-26 00:00:00
ORD-1059,CUST-233,Processing,536.07,2024-12-13 00:00:00,2024-12-13 00:00:00
ORD-1060,CUST-238,Cancelled,198.77,2024-12-18 00:00:00,2024-12-18 00:00:00
ORD-1061,CUST-231,Processing,130.56,2024-12-26 00:00:00,2024-12-26 00:00:00
ORD-1062,CUST-106,Cancelled,1329.14,2024-12-23 00:00:00,2024-12-23 00:00:00
ORD-1063,CUST-243,Processing,542.23,2024-12-28 00:00:00,2024-12-28 00:00:00
ORD-1064,CUST-299,Cancelled,62.83,2024-12-09 00:00:00,2024-12-09 00:00:00
ORD-1065,CUST-209,Completed,736.06,2024-12-20 00:00:00,2024-12-20 00:00:00
ORD-1066,CUST-287,Cancelled,718.61,2024-12-22 00:00:00,2024-12-22 00:00:00
ORD-1067,CUST-200,Cancelled,113.24,2024-12-22 00:00:00,2024-12-22 00:00:00
ORD-1068,CUST-196,Cancelled,681.78,2024-12-28 00:00:00,2024-12-28 00:00:00
ORD-1069,CUST-268,Completed,900.54,2024-12-17 00:00:00,2024-12-17 00:00:00
ORD-1070,CUST-205,Cancelled,147.27,2024-12-20 00:00:00,2024-12-20 00:00:00
ORD-1071,CUST-228,Processing,398.92,2024-12-28 00:00:00,2024-12-28 00:00:00
ORD-1072,CUST-290,Completed,442.42,2024-12-07 00:00:00,2024-12-07 00:00:00
ORD-1073,CUST-107,Processing,366.54,2024-12-08 00:00:00,2024-12-08 00:00:00
ORD-1074,CUST-259,Cancelled,513.78,2024-12-17 00:00:00,2024-12-17 00:00:00
ORD-1075,CUST-226,Completed,710.88,2024-12-15 00:00:00,2024-12-15 00:00:00
ORD-1076,CUST-256,Processing,69.56,2024-12-26 00:00:00,2024-12-26 00:00:00
ORD-1077,CUST-293,Completed,720.05,2024-12-01 00:00:00,2024-12-01 00:00:00
ORD-1078,CUST-173,Processing,287.39,2024-12-04 00:00:00,2024-12-04 00:00:00
ORD-1079,CUST-158,Completed,735.46,2024-12-13 00:00:00,2024-12-13 00:00:00
ORD-1080,CUST-222,Completed,932.3,2024-12-05 00:00:00,2024-12-05 00:00:00
ORD-1081,CUST-114,Processing,61.1,2024-12-14 00:00:00,2024-12-14 00:00:00
ORD-1082,CUST-292,Completed,587.52,2024-12-16 00:00:00,2024-12-16 00:00:00
ORD-1083,CUST-180,Completed,319.1,2024-12-26 00:00:00,2024-12-26 00:00:00
ORD-1084,CUST-239,Processing,397.15,2024-12-08 00:00:00,2024-12-08 00:00:00
ORD-1085,CUST-218,Completed,69.56,2024-12-18 00:00:00,2024-12-18 00:00:00
ORD-1086,CUST-266,Completed,453.05,2024-12-12 00:00:00,2024-12-12 00:00:00
ORD-1087,CUST-104,Cancelled,313.02,2024-12-04 00:00:00,2024-12-04 00:00:00
ORD-1088,CUST-242,Completed,502.64,2024-12-21 00:00:00,2024-12-21 00:00:00
ORD-1089,CUST-225,Completed,829.23,2024-12-04 00:00:00,2024-12-04 00:00:00
ORD-1090,CUST-101,Completed,425.14,2024-12-10 00:00:00,2024-12-10 00:00:00
ORD-1091,CUST-130,Completed,160.44,2024-12-03 00:00:00,2024-12-03 00:00:00
ORD-1092,CUST-103,Processing,366.8,2024-12-08 00:00:00,2024-12-08 00:00:00
ORD-1093,CUST-275,Cancelled,804.61,2024-12-28 00:00:00,2024-12-28 00:00:00
ORD-1094,CUST-234,Cancelled,125.66,2024-12-03 00:00:00,2024-12-03 00:00:00
ORD-1095,CUST-236,Processing,563.88,2024-12-02 00:00:00,2024-12-02 00:00:00
ORD-1096,CUST-299,Processing,261.12,2024-12-14 00:00:00,2024-12-14 00:00:00
ORD-1097,CUST-145,Processing,279.99,2024-12-17 00:00:00,2024-12-17 00:00:00
ORD-1098,CUST-291,Completed,996.43,2024-12-20 00:00:00,2024-12-20 00:00:00
ORD-1099,CUST-184,Cancelled,59.04,2024-12-08 00:00:00,2024-12-08 00:00:00
ORD-1100,CUST-249,Cancelled,549.81,2024-12-12 00:00:00,2024-12-12 00:00:00
ORD-1101,CUST-158,Processing,345.76,2024-12-16 00:00:00,2024-12-16 00:00:00
ORD-1102,CUST-218,Completed,324.72,2024-12-26 00:00:00,2024-12-26 00:00:00
ORD-1103,CUST-210,Completed,382.69,2024-12-07 00:00:00,2024-12-07 00:00:00
ORD-1104,CUST-103,Cancelled,697.09,2024-12-20 00:00:00,2024-12-20 00:00:00
ORD-1105,CUST-121,Completed,391.68,2024-12-13 00:00:00,2024-12-13 00:00:00
ORD-1106,CUST-294,Processing,294.54,2024-12-25 00:00:00,2024-12-25 00:00:00
ORD-1107,CUST-283,Cancelled,553.18,2024-12-11 00:00:00,2024-12-11 00:00:00
ORD-1108,CUST-265,Completed,439.81,2024-12-11 00:00:00,2024-12-11 00:00:00
ORD-1109,CUST-167,Processing,377.97,2024-12-03 00:00:00,2024-12-03 00:00:00
ORD-1110,CUST-112,Cancelled,568.62,2024-12-27 00:00:00,2024-12-27 00:00:00
ORD-1111,CUST-199,Completed,196.36,2024-12-14 00:00:00,2024-12-14 00:00:00
ORD-1112,CUST-295,Processing,392.72,2024-12-12 00:00:00,2024-12-12 00:00:00
ORD-1113,CUST-198,Cancelled,587.52,2024-12-23 00:00:00,2024-12-23 00:00:00
ORD-1114,CUST-207,Completed,1064.52,2024-12-25 00:00:00,2024-12-25 00:00:00
ORD-1115,CUST-167,Processing,245.45,2024-12-08 00:00:00,2024-12-08 00:00:00
ORD-1116,CUST-253,Completed,339.48,2024-12-03 00:00:00,2024-12-03 00:00:00
ORD-1117,CUST-127,Completed,336.83,2024-12-14 00:00:00,2024-12-14 00:00:00
ORD-1118,CUST-113,Cancelled,715.24,2024-12-16 00:00:00,2024-12-16 00:00:00
ORD-1119,CUST-166,Completed,173.9,2024-12-22 00:00:00,2024-12-22 00:00:00
ORD-1120,CUST-263,Completed,523.36,2024-12-11 00:00:00,2024-12-11 00:00:00
ORD-1121,CUST-194,Completed,491.23,2024-12-16 00:00:00,2024-12-16 00:00:00
ORD-1122,CUST-271,Completed,254.31,2024-12-14 00:00:00,2024-12-14 00:00:00
ORD-1123,CUST-298,Cancelled,436.05,2024-12-02 00:00:00,2024-12-02 00:00:00
ORD-1124,CUST-209,Completed,139.23,2024-12-27 00:00:00,2024-12-27 00:00:00
ORD-1125,CUST-193,Processing,667.67,2024-12-03 00:00:00,2024-12-03 00:00:00
ORD-1126,CUST-112,Cancelled,670.81,2024-12-02 00:00:00,2024-12-02 00:00:00
ORD-1127,CUST-126,Completed,69.56,2024-12-13 00:00:00,2024-12-13 00:00:00
ORD-1128,CUST-278,Completed,113.24,2024-12-21 00:00:00,2024-12-21 00:00:00
ORD-1129,CUST-107,Processing,745.41,2024-12-15 00:00:00,2024-12-15 00:00:00
ORD-1130,CUST-145,Processing,374.68,2024-12-11 00:00:00,2024-12-11 00:00:00
ORD-1131,CUST-250,Processing,392.72,2024-12-19 00:00:00,2024-12-19 00:00:00
ORD-1132,CUST-233,Cancelled,191.46,2024-12-17 00:00:00,2024-12-17 00:00:00
ORD-1133,CUST-156,Processing,305.45,2024-12-21 00:00:00,2024-12-21 00:00:00
ORD-1134,CUST-258,Cancelled,1124.83,2024-12-03 00:00:00,2024-12-03 00:00:00
ORD-1135,CUST-134,Completed,823.73,2024-12-08 00:00:00,2024-12-08 00:00:00
ORD-1136,CUST-266,Completed,376.98,2024-12-24 00:00:00,2024-12-24 00:00:00
ORD-1137,CUST-147,Cancelled,370.18,2024-12-24 00:00:00,2024-12-24 00:00:00
ORD-1138,CUST-104,Processing,871.49,2024-12-04 00:00:00,2024-12-04 00:00:00
ORD-1139,CUST-103,Completed,1072.05,2024-12-04 00:00:00,2024-12-04 00:00:00
ORD-1140,CUST-171,Cancelled,293.89,2024-12-19 00:00:00,2024-12-19 00:00:00
ORD-1141,CUST-243,Processing,419.22,2024-12-04 00:00:00,2024-12-04 00:00:00
ORD-1142,CUST-210,Completed,139.12,2024-12-16 00:00:00,2024-12-16 00:00:00
ORD-1143,CUST-259,Cancelled,488.72,2024-12-09 00:00:00,2024-12-09 00:00:00
ORD-1144,CUST-288,Cancelled,565.47,2024-12-11 00:00:00,2024-12-11 00:00:00
ORD-1145,CUST-256,Completed,206.64,2024-12-15 00:00:00,2024-12-15 00:00:00
ORD-1146,CUST-168,Completed,637.55,2024-12-25 00:00:00,2024-12-25 00:00:00
ORD-1147,CUST-235,Completed,853.21,2024-12-09 00:00:00,2024-12-09 00:00:00
ORD-1148,CUST-105,Processing,769.7,2024-12-12 00:00:00,2024-12-12 00:00:00
ORD-1149,CUST-217,Processing,702.56,2024-12-07 00:00:00,2024-12-07 00:00:00
ORD-1150,CUST-179,Processing,736.24,2024-12-05 00:00:00,2024-12-05 00:00:00
ORD-1151,CUST-263,Cancelled,196.36,2024-12-15 00:00:00,2024-12-15 00:00:00
ORD-1152,CUST-141,Processing,123.76,2024-12-01 00:00:00,2024-12-01 00:00:00
ORD-1153,CUST-162,Completed,433.77,2024-12-10 00:00:00,2024-12-10 00:00:00
ORD-1154,CUST-296,Processing,566.2,2024-12-13 00:00:00,2024-12-13 00:00:00
ORD-1155,CUST-175,Completed,935.46,2024-12-17 00:00:00,2024-12-17 00:00:00
ORD-1156,CUST-211,Processing,658.58,2024-12-19 00:00:00,2024-12-19 00:00:00
ORD-1157,CUST-212,Processing,206.64,2024-12-19 00:00:00,2024-12-19 00:00:00
ORD-1158,CUST-225,Completed,592.22,2024-12-14 00:00:00,2024-12-14 00:00:00
ORD-1159,CUST-235,Processing,319.1,2024-12-17 00:00:00,2024-12-17 00:00:00
ORD-1160,CUST-262,Cancelled,392.72,2024-12-26 00:00:00,2024-12-26 00:00:00
ORD-1161,CUST-124,Processing,462.04,2024-12-07 00:00:00,2024-12-07 00:00:00
ORD-1162,CUST-151,Cancelled,343.63,2024-12-15 00:00:00,2024-12-15 00:00:00
ORD-1163,CUST-114,Completed,836.67,2024-12-05 00:00:00,2024-12-05 00:00:00
ORD-1164,CUST-300,Cancelled,483.33,2024-12-20 00:00:00,2024-12-20 00:00:00
ORD-1165,CUST-252,Completed,802.46,2024-12-21 00:00:00,2024-12-21 00:00:00
ORD-1166,CUST-137,Cancelled,201.84,2024-12-07 00:00:00,2024-12-07 00:00:00
ORD-1167,CUST-299,Cancelled,343.63,2024-12-13 00:00:00,2024-12-13 00:00:00
ORD-1168,CUST-161,Completed,59.04,2024-12-26 00:00:00,2024-12-26 00:00:00
ORD-1169,CUST-110,Cancelled,1073.31,2024-12-21 00:00:00,2024-12-21 00:00:00
ORD-1170,CUST-180,Processing,147.27,2024-12-16 00:00:00,2024-12-16 00:00:00
ORD-1171,CUST-229,Processing,514.42,2024-12-01 00:00:00,2024-12-01 00:00:00
ORD-1172,CUST-252,Completed,488.72,2024-12-07 00:00:00,2024-12-07 00:00:00
ORD-1173,CUST-128,Completed,630.1,2024-12-24 00:00:00,2024-12-24 00:00:00
ORD-1174,CUST-255,Cancelled,526.52,2024-12-05 00:00:00,2024-12-05 00:00:00
ORD-1175,CUST-225,Cancelled,977.44,2024-12-25 00:00:00,2024-12-25 00:00:00
ORD-1176,CUST-278,Processing,147.27,2024-12-12 00:00:00,2024-12-12 00:00:00
ORD-1177,CUST-282,Processing,355.95,2024-12-15 00:00:00,2024-12-15 00:00:00
ORD-1178,CUST-211,Completed,278.24,2024-12-07 00:00:00,2024-12-07 00:00:00
ORD-1179,CUST-255,Cancelled,319.1,2024-12-06 00:00:00,2024-12-06 00:00:00
ORD-1180,CUST-286,Processing,291.57,2024-12-06 00:00:00,2024-12-06 00:00:00
ORD-1181,CUST-175,Completed,183.27,2024-12-22 00:00:00,2024-12-22 00:00:00
ORD-1182,CUST-144,Cancelled,696.73,2024-12-08 00:00:00,2024-12-08 00:00:00
ORD-1183,CUST-136,Processing,600.23,2024-12-15 00:00:00,2024-12-15 00:00:00
ORD-1184,CUST-107,Processing,343.67,2024-12-16 00:00:00,2024-12-16 00:00:00
ORD-1185,CUST-169,Processing,208.68,2024-12-02 00:00:00,2024-12-02 00:00:00
ORD-1186,CUST-178,Cancelled,794.17,2024-12-26 00:00:00,2024-12-26 00:00:00
ORD-1187,CUST-292,Cancelled,31.91,2024-12-01 00:00:00,2024-12-01 00:00:00
ORD-1188,CUST-139,Completed,34.78,2024-12-01 00:00:00,2024-12-01 00:00:00
ORD-1189,CUST-161,Processing,376.98,2024-12-01 00:00:00,2024-12-01 00:00:00
ORD-1190,CUST-275,Cancelled,522.24,2024-12-19 00:00:00,2024-12-19 00:00:00
ORD-1191,CUST-252,Processing,418.43,2024-12-11 00:00:00,2024-12-11 00:00:00
ORD-1192,CUST-264,Cancelled,687.0,2024-12-05 00:00:00,2024-12-05 00:00:00
ORD-1193,CUST-292,Cancelled,479.78,2024-12-26 00:00:00,2024-12-26 00:00:00
ORD-1194,CUST-203,Completed,573.52,2024-12-11 00:00:00,2024-12-11 00:00:00
ORD-1195,CUST-244,Completed,305.45,2024-12-09 00:00:00,2024-12-09 00:00:00
ORD-1196,CUST-218,Completed,107.51,2024-12-18 00:00:00,2024-12-18 00:00:00
ORD-1197,CUST-157,Processing,244.36,2024-12-27 00:00:00,2024-12-27 00:00:00
ORD-1198,CUST-120,Completed,490.9,2024-12-24 00:00:00,2024-12-24 00:00:00
ORD-1199,CUST-100,Processing,405.3,2024-12-22 00:00:00,2024-12-22 00:00:00
ORD-1200,CUST-188,Completed,638.08,2024-12-25 00:00:00,2024-12-25 00:00:00
ORD-1201,CUST-273,Cancelled,579.32,2024-12-25 00:00:00,2024-12-25 00:00:00
ORD-1202,CUST-192,Cancelled,348.62,2024-12-18 00:00:00,2024-12-18 00:00:00
ORD-1203,CUST-191,Processing,961.6,2024-12-22 00:00:00,2024-12-22 00:00:00
ORD-1204,CUST-128,Processing,203.57,2024-12-21 00:00:00,2024-12-21 00:00:00
ORD-1205,CUST-262,Cancelled,139.23,2024-12-08 00:00:00,2024-12-08 00:00:00
ORD-1206,CUST-130,Processing,750.48,2024-12-20 00:00:00,2024-12-20 00:00:00
ORD-1207,CUST-157,Cancelled,687.52,2024-12-24 00:00:00,2024-12-24 00:00:00
ORD-1208,CUST-159,Processing,360.86,2024-12-19 00:00:00,2024-12-19 00:00:00
ORD-1209,CUST-261,Cancelled,628.3,2024-12-03 00:00:00,2024-12-03 00:00:00
ORD-1210,CUST-265,Completed,232.05,2024-12-13 00:00:00,2024-12-13 00:00:00
ORD-1211,CUST-109,Processing,452.96,2024-12-01 00:00:00,2024-12-01 00:00:00
ORD-1212,CUST-299,Processing,587.21,2024-12-14 00:00:00,2024-12-14 00:00:00
ORD-1213,CUST-129,Cancelled,549.94,2024-12-12 00:00:00,2024-12-12 00:00:00
ORD-1214,CUST-166,Completed,312.41,2024-12-16 00:00:00,2024-12-16 00:00:00
ORD-1215,CUST-160,Completed,592.08,2024-12-09 00:00:00,2024-12-09 00:00:00
ORD-1216,CUST-133,Completed,223.37,2024-12-09 00:00:00,2024-12-09 00:00:00
ORD-1217,CUST-226,Cancelled,422.22,2024-12-20 00:00:00,2024-12-20 00:00:00
ORD-1218,CUST-102,Cancelled,826.76,2024-12-04 00:00:00,2024-12-04 00:00:00
ORD-1219,CUST-219,Processing,450.48,2024-12-11 00:00:00,2024-12-11 00:00:00
ORD-1220,CUST-121,Cancelled,170.17,2024-12-18 00:00:00,2024-12-18 00:00:00
ORD-1221,CUST-245,Cancelled,709.84,2024-12-05 00:00:00,2024-12-05 00:00:00
ORD-1222,CUST-170,Cancelled,195.84,2024-12-17 00:00:00,2024-12-17 00:00:00
ORD-1223,CUST-240,Processing,313.66,2024-12-08 00:00:00,2024-12-08 00:00:00
ORD-1224,CUST-256,Completed,942.45,2024-12-04 00:00:00,2024-12-04 00:00:00
ORD-1225,CUST-220,Processing,1053.92,2024-12-12 00:00:00,2024-12-12 00:00:00
ORD-1226,CUST-212,Processing,147.6,2024-12-19 00:00:00,2024-12-19 00:00:00
ORD-1227,CUST-176,Completed,278.24,2024-12-10 00:00:00,2024-12-10 00:00:00
ORD-1228,CUST-279,Cancelled,364.87,2024-12-07 00:00:00,2024-12-07 00:00:00
ORD-1229,CUST-191,Processing,154.7,2024-12-20 00:00:00,2024-12-20 00:00:00
ORD-1230,CUST-123,Cancelled,822.98,2024-12-03 00:00:00,2024-12-03 00:00:00
ORD-1231,CUST-230,Cancelled,272.98,2024-12-14 00:00:00,2024-12-14 00:00:00
ORD-1232,CUST-160,Cancelled,822.75,2024-12-10 00:00:00,2024-12-10 00:00:00
ORD-1233,CUST-161,Processing,147.27,2024-12-16 00:00:00,2024-12-16 00:00:00
ORD-1234,CUST-299,Processing,1005.28,2024-12-21 00:00:00,2024-12-21 00:00:00
ORD-1235,CUST-159,Completed,405.04,2024-12-17 00:00:00,2024-12-17 00:00:00
ORD-1236,CUST-209,Completed,544.31,2024-12-17 00:00:00,2024-12-17 00:00:00
ORD-1237,CUST-131,Completed,313.02,2024-12-23 00:00:00,2024-12-23 00:00:00
ORD-1238,CUST-201,Completed,1282.85,2024-12-22 00:00:00,2024-12-22 00:00:00
ORD-1239,CUST-242,Completed,250.43,2024-12-27 00:00:00,2024-12-27 00:00:00
ORD-1240,CUST-168,Processing,543.66,2024-12-10 00:00:00,2024-12-10 00:00:00
ORD-1241,CUST-299,Cancelled,518.45,2024-12-27 00:00:00,2024-12-27 00:00:00
ORD-1242,CUST-153,Processing,49.09,2024-12-09 00:00:00,2024-12-09 00:00:00
ORD-1243,CUST-216,Processing,636.98,2024-12-11 00:00:00,2024-12-11 00:00:00
ORD-1244,CUST-256,Processing,196.36,2024-12-26 00:00:00,2024-12-26 00:00:00
ORD-1245,CUST-131,Completed,139.12,2024-12-21 00:00:00,2024-12-21 00:00:00
ORD-1246,CUST-173,Cancelled,400.1,2024-12-15 00:00:00,2024-12-15 00:00:00
ORD-1247,CUST-100,Cancelled,121.9,2024-12-01 00:00:00,2024-12-01 00:00:00
ORD-1248,CUST-128,Completed,806.35,2024-12-11 00:00:00,2024-12-11 00:00:00
ORD-1249,CUST-277,Completed,152.75,2024-12-24 00:00:00,2024-12-24 00:00:00
ORD-1250,CUST-266,Completed,607.84,2024-12-05 00:00:00,2024-12-05 00:00:00
ORD-1251,CUST-224,Completed,579.64,2024-12-04 00:00:00,2024-12-04 00:00:00
ORD-1252,CUST-107,Cancelled,90.62,2024-12-18 00:00:00,2024-12-18 00:00:00
ORD-1253,CUST-230,Processing,334.19,2024-12-14 00:00:00,2024-12-14 00:00:00
ORD-1254,CUST-140,Completed,183.27,2024-12-22 00:00:00,2024-12-22 00:00:00
ORD-1255,CUST-196,Processing,244.4,2024-12-07 00:00:00,2024-12-07 00:00:00
ORD-1256,CUST-233,Processing,62.83,2024-12-19 00:00:00,2024-12-19 00:00:00
ORD-1257,CUST-154,Cancelled,314.15,2024-12-12 00:00:00,2024-12-12 00:00:00
ORD-1258,CUST-300,Processing,502.64,2024-12-10 00:00:00,2024-12-10 00:00:00
ORD-1259,CUST-220,Cancelled,947.44,2024-12-19 00:00:00,2024-12-19 00:00:00
ORD-1260,CUST-108,Cancelled,291.57,2024-12-21 00:00:00,2024-12-21 00:00:00
ORD-1261,CUST-136,Completed,983.23,2024-12-17 00:00:00,2024-12-17 00:00:00
ORD-1262,CUST-137,Completed,127.64,2024-12-13 00:00:00,2024-12-13 00:00:00
ORD-1263,CUST-126,Cancelled,674.71,2024-12-19 00:00:00,2024-12-19 00:00:00
ORD-1264,CUST-280,Completed,400.46,2024-12-12 00:00:00,2024-12-12 00:00:00
ORD-1265,CUST-264,Cancelled,984.73,2024-12-28 00:00:00,2024-12-28 00:00:00
ORD-1266,CUST-145,Completed,522.99,2024-12-26 00:00:00,2024-12-26 00:00:00
ORD-1267,CUST-109,Completed,733.2,2024-12-12 00:00:00,2024-12-12 00:00:00
ORD-1268,CUST-139,Cancelled,59.04,2024-12-11 00:00:00,2024-12-11 00:00:00
ORD-1269,CUST-102,Completed,1260.56,2024-12-11 00:00:00,2024-12-11 00:00:00
ORD-1270,CUST-282,Cancelled,238.21,2024-12-26 00:00:00,2024-12-26 00:00:00
ORD-1271,CUST-217,Completed,811.39,2024-12-23 00:00:00,2024-12-23 00:00:00
ORD-1272,CUST-296,Processing,220.36,2024-12-20 00:00:00,2024-12-20 00:00:00
ORD-1273,CUST-206,Processing,404.47,2024-12-06 00:00:00,2024-12-06 00:00:00
ORD-1274,CUST-126,Completed,418.26,2024-12-26 00:00:00,2024-12-26 00:00:00
ORD-1275,CUST-199,Processing,365.46,2024-12-28 00:00:00,2024-12-28 00:00:00
ORD-1276,CUST-173,Processing,511.13,2024-12-17 00:00:00,2024-12-17 00:00:00
ORD-1277,CUST-215,Processing,744.62,2024-12-22 00:00:00,2024-12-22 00:00:00
ORD-1278,CUST-155,Processing,1024.26,2024-12-16 00:00:00,2024-12-16 00:00:00
ORD-1279,CUST-279,Cancelled,746.18,2024-12-04 00:00:00,2024-12-04 00:00:00
ORD-1280,CUST-139,Processing,586.06,2024-12-21 00:00:00,2024-12-21 00:00:00
ORD-1281,CUST-133,Cancelled,191.46,2024-12-05 00:00:00,2024-12-05 00:00:00
ORD-1282,CUST-145,Completed,944.37,2024-12-02 00:00:00,2024-12-02 00:00:00
ORD-1283,CUST-269,Processing,893.02,2024-12-22 00:00:00,2024-12-22 00:00:00
ORD-1284,CUST-111,Processing,367.63,2024-12-24 00:00:00,2024-12-24 00:00:00
ORD-1285,CUST-152,Cancelled,1331.08,2024-12-11 00:00:00,2024-12-11 00:00:00
ORD-1286,CUST-256,Processing,49.09,2024-12-12 00:00:00,2024-12-12 00:00:00
ORD-1287,CUST-266,Processing,123.76,2024-12-26 00:00:00,2024-12-26 00:00:00
ORD-1288,CUST-275,Processing,835.92,2024-12-04 00:00:00,2024-12-04 00:00:00
ORD-1289,CUST-233,Completed,494.07,2024-12-27 00:00:00,2024-12-27 00:00:00
ORD-1290,CUST-223,Cancelled,122.18,2024-12-11 00:00:00,2024-12-11 00:00:00
ORD-1291,CUST-250,Processing,154.7,2024-12-26 00:00:00,2024-12-26 00:00:00
ORD-1292,CUST-245,Completed,283.1,2024-12-22 00:00:00,2024-12-22 00:00:00
